index,article,original_abstract,original_words,original_sentences,llm_summary,llm_words,llm_sentences,llm_mode,llm_name,llm_model,llm_success,llm_version,group_id,test_mode,created_at
3770,"a recent study of observations of the stellar initial mass function ( imf ) suggest there are systematic variations where the imf gets flatter , or more top - heavy , in denser regions ( elmegreen 2004 ). this paper proposes that the high mass part of the imf varies with density as a result of the coalescence of dense pre - stellar condensations ( pscs ) , such as those observed by motte , andr , & neri ( 1998 ) , testi & sargent ( 1998 ) , onishi et al. ( 2002 ) and nomura & miller ( 2004 ). these objects have densities in the range from. to. , and masses from 0.1 m to a few m , giving them sizes of au. the largest pscs may be self - gravitating ( johnstone et al. 2000 , 2001 ; motte et al. 2001 ; umemoto et al. 2002 ) , as may those with stars ( tachihara et al. 2002 ). the size and spatial proximity of pscs in a cloud core suggest their coalescence might be important for the highest masses ( elmegreen & shadmehri 2003 ). this process is modelled to illustrate its possible effect on the imf. consider the evolution of a distribution of pscs with masses and radii at positions inside a cloud having a mass and radius. the cloud density profile is where the core radius is and the central density is given by the cloud mass : }.\ ] ]. the pscs are taken to have density profiles ( whitworth & ward - thompson 2001 )","a coalescence model using the observed properties of pre - stellar condensations ( pscs ) shows how an initially steep imf that might be characteristic of primordial cloud fragmentation can change into a salpeter imf or shallower imf in a cluster of normal density after one dynamical time , even if the pscs are collapsing on their own dynamical time. the model suggests that top - heavy imfs in some starburst clusters originate with psc coalescence. [ firstpage ]. stars : formation , stars : mass function , ism : clouds",91,4,"This research presents a model explaining how the initial distribution of star masses can evolve over time within star-forming regions. It proposes that the merging of smaller, collapsing gas clumps can lead to the commonly observed distribution of star masses, and may explain why some clusters have a higher proportion of massive stars.",53,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:18:17.239806
3771,"lovelock theories are the natural extension of the general relativity theory of gravity given by the einstein - hilbert action to higher dimensions and higher curvature interactions. the equations of motion do not involve terms with more than two derivatives of the metric , avoiding the appearance of ghosts. much work has been done on the main properties of lovelock gravity due to their interest as models where our knowledge of gravity can be tested and extended. for example , the vacua structure , the existence and properties of black holes such as their mass , entropy and thermodynamics , the gravitational phase transitions , the cosmological implications , etc. have been the object of an important amount of literature during the last years. nevertheless , the main motivation for this review article comes from the ads / cft correspondence , famously conjectured by juan maldacena some 15 years ago. this is nowadays well - stablished as a duality between quantum gravity theories in ads space - times and conformal field theories living at the boundary. it is in that sense that the correspondence is dubbed customarily as the _. holographic duality_. originally formulated for -dimensional ads and -dimensional cft , lots of evidence accumulated over the years pointing towards its validity in higher and lower dimensions. lovelock theories have a rich structure of ads vacua , which should be in correspondence with a similarly rich","lovelock theory is the natural extension of general relativity to higher dimensions. it can be also thought of as a toy model for ghost - free higher curvature corrections in gravitational theories. it admits a family of ads vacua , which provides an appealing arena to explore different holographic aspects in a broader setup within the context of the ads / cft correspondence. we will elaborate on these features and review previous work concerning the constraints that lovelock theory entails on the cft parameters when imposing conditions like unitarity , positivity of the energy or causality .",97,4,"Lovelock theory expands upon Einstein’s theory of gravity to include more complex dimensions, serving as a simplified model for advanced gravitational concepts. This theory allows for the exploration of relationships between gravity and quantum mechanics, specifically by examining how its properties impact related quantum field theories.",46,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:18:24.778218
3772,"in quantum field theory the normal - ordered energy density does not need to be positive. in other words the expectation value of the energy density at a point. for certain states of the quantum field , can be arbitrarily negative. let us give a simple example , consider the following state which is a superposition of the vacuum state and two particle state. and. i.e. , where for simplicity the polarization was disregarded. ]. a calculation shows that the energy density , at a certain point , contains two , generally non - vanishing , terms evidently we can choose the sign and the magnitude of in such a way , that becomes negative at the point. since the time that the appearance of negative energies in quantum field theory has been recognized we have learned a great deal about this phenomenon. above all , the integrated energy density ( i.e. the total energy ) must always be positive. therefore the negative energy densities are expected to be present only locally and are suppressed by positive ones in adjacent regions. moreover , there is an important question about whether negative energy densities can be present at a certain point for a longer time. the fact that they can not was discovered by l.ford. physically , the longer the time of measurement the less negative the energy becomes. a whole branch of theoretical physics gr","we establish a connection between quantum inequalities , known from quantum field theory on curved spacetimes , and the degree of squeezing in quantum - optical experiments. we prove an inequality which binds the reduction of the electric - field fluctuations to their duration. the bigger the level of fluctuation - suppression the shorter its duration. as an example of an application of this inequality is the case of squeezed light whose phase is controlled with accuracy for which we derive a limit of on the allowed degree of squeezing .",91,4,"This research links complex physics concepts—quantum inequalities from curved spacetime and squeezing in optics—to demonstrate a relationship between how much electric field fluctuations are reduced and how long they last. Essentially, greater suppression of fluctuations requires a shorter duration, and this principle sets a limit on how much squeezing can be achieved in experiments like those using controlled light phases.",60,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:18:32.464238
3773,"modern cosmology is one of the most exciting areas in physical science. decades of surveying the sky have culminated in a cross - validated , `` cosmological standard model ''. yet ,. key pillars of the model dark matter and dark energy together accounting for 95% of the universe s mass - energy remain mysterious. deep fundamental questions demand answers : what is the dark matter. ? why is the universe s expansion accelerating ? what is the nature of primordial fluctuations ? should general relativity be modified ?. to address these questions , ground and space - based observatories operating at multiple wavebands. are aiming to unveil the true nature of the `` dark universe ''. driven by advances in semiconductor technology ,. surveys follow a version of moore s law , in terms of ccd pixels or surveyed galaxies per year. in a major leap forward , current cosmological constraints will soon be improved by an order of magnitude. as an example. , the large synoptic survey telescope ( lsst ). can be compared to today s observations from the sloan digital sky survey ( sdss ). : in one night lsst will capture data equivalent to five years of sdss imaging ( fig. [ dls ] ) !. interpreting future observations will be impossible without a modeling and simulation effort as revolutionary as the new surveys : the desired size and performance improvements for simulations over the next decade are measured in orders of magnitude","remarkable observational advances have established a compelling cross - validated model of the universe. yet. , two key pillars of this model dark matter and dark energy remain mysterious. sky surveys that map billions of galaxies to explore the ` dark universe ' , demand a corresponding extreme - scale simulation capability ; the hacc ( hybrid / hardware accelerated cosmology code ) framework has been designed to deliver this level of performance now , and into the future. with its novel algorithmic structure , hacc allows flexible tuning across diverse architectures , including accelerated and multi - core systems. on the ibm bg / q. , hacc attains unprecedented scalable performance. currently 13.94 pflops at 69.2% of peak and 90% parallel efficiency on 1,572,864 cores with an equal number of mpi ranks , and a concurrency of 6.3 million. this level of performance was achieved at extreme problem sizes , including a benchmark run with more than 3.6 trillion particles , significantly larger than any cosmological simulation yet performed .",171,13,"Scientists have built a strong understanding of the universe, but still don't know what most of it is made of—specifically, dark matter and dark energy. To study these mysteries, they’ve developed a new computer program called HACC that can simulate the universe at an unprecedented scale, processing over 3.6 trillion particles with exceptional speed and efficiency.",56,3,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:18:40.023225
3774,"classical light propagating through arrays of coupled waveguides has provided a fertile ground for the simulation of quantum physics. these optical analogies of quantum phenomena are changing the way photonic integrated devices are designed ; e.g. one - directional couplers , light rectifiers , isolators and polarization splitters. as the manufacturing quality for experimental devices increases , it will soon be possible to propagate non - classical light states through linear photonic devices and a full - quantum analysis of the problem is at hand. in quantum mechanics ,. propagation through an array of coupled linear waveguides is ruled by the schrdinger - like equation with a hamiltonian , where the real parameters and are related to the effective refractive index of the th waveguide and to the distance between the th and th waveguides , in that order. the operators ( ) annihilate ( create ) a photon and gives the number of photons at the th waveguide. note that the vacuum state does not couple to any other states. thus we will expect that states with an important vacuum component , e.g. coherent states with a small coherent parameter , will serve as good examples for the peculiarities of propagation in the quantum model. while bloch oscillations of noon path - entangled photons have been theor","we study the propagation of non - classical light through arrays of coupled linear photonic waveguides and introduce some sets of refractive indices and coupling parameters that provide a closed form propagator in terms of orthogonal polynomials. we present propagation examples of non - classical states of light : single photon , coherent state , path - entangled state and two - mode squeezed vacuum impinging into two - waveguide couplers and a photonic lattice producing coherent transport .",79,2,"This research explores how special types of light travel through tiny pathways designed to control light's behavior, using mathematical formulas to precisely predict its movement. Researchers demonstrated this control by successfully guiding different, unique light states—like single photons and entangled light—through these pathways with minimal disruption.",46,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:18:50.969379
3775,"figure [ fig : bulk ] shows the magnitude of the rkky coupling as function of impurity distance along both the zigzag ( a ) and armchair directions ( b ) of the graphene lattice for several values of. the rkky coupling in the large -limit for non - interacting graphene is /|{\bf r}|^3 $ ] with for a - a sublattice coupling , i.e. for impurities on the same sublattice , ( black ) and and three times larger for a - b ( or different ) sublattice coupling ( red ). here. is the reciprocal vector for the dirac points. apart from minor effects due to a small , these results are displayed in the lowest black and red curves in fig. [ fig : bulk ]. the non - oscillatory -dependence for the armchair direction is a consequence of only sampling the -function at the graphene lattice sites. when including electron interactions these results are , however , qualitatively modified even for small. for ( middle curve ) essentially all evidence of the -oscillations is gone as is the factor of three difference between a - a and a - b sublattice coupling. also , the power - law decay exponent changes from for to around 2.3 ( 2.6 ) for and 1.9 ( 2.1 ) for for the zigzag ( armchair ) direction. in fact , for ( uppermost curve ) , the armchair and zigzag rkky couplings are equal and thus all lattice specific","we show that the carrier - mediated exchange interaction , the so - called rkky coupling , between two magnetic impurity moments in graphene is significantly modified in the presence of electron - electron interactions. using the mean - field approximation of the hubbard- model. we show that the -oscillations present in the bulk for non - interacting electrons disappear and the power - law decay become more long ranged with increasing electron interactions. in zigzag graphene nanoribbons. the effects are even larger with any finite rendering the long - distance rkky coupling distance independent. comparing our mean - field results with first - principles results. we also extract a surprisingly large value of indicating that graphene is very close to an antiferromagnetic instability. several novel features of graphene , such as two - dimensionality , linear energy dispersion , a tunable chemical potential by gate voltage , and a high mobility have helped raising the expectation of graphene being a serious post - silicon era candidate. in this context ,. functionalization of graphene , especially with magnetic atoms or defects which also opens the door to spintronics , is of large interest. one of the most important properties of magnetic impurities is their effective interaction propagated by the conduction electrons in the host , the so - called ruderman - kittel - kasuya - yoshida ( rkky ) coupling. this cou",232,12,"This research demonstrates that interactions between electrons significantly alter how magnetic impurities influence each other within graphene, extending their range of interaction. The study suggests graphene is prone to magnetic behavior and highlights its potential for advanced electronics through the use of magnetic materials.",44,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:19:02.067861
3776,"due to the increasing use of wireless technology in communication networks , there has been a significant amount of research on methods of improving wireless performance. while there are many ways of measuring wireless performance , a good first step ( which has been extensively studied ) is the notion of _ capacity_. given a collection of communication links , the capacity of a network is simply the maximum number of simultaneously satisfiable links. this can obviously depend on the exact model of wireless communication that we are using , but is clearly an upper bound on the usefulness "" of the network. there has been a large amount of research on analyzing the capacity of wireless networks ( see e.g. ) , and it has become a standard way of measuring the quality of a network. because of this , when introducing a new technology it is interesting to analyze its affect on the capacity. for example , we know that in certain cases giving transmitters the ability to control their transmission power can increase the capacity by or. , where is the ratio of the longest link length to the smallest transmitter - receiver distance , and can clearly never decrease the capacity. however , while the capacity might improve , it is not nearly as clear that the _ achieved _ capacity will improve. after all , we do not expect our network to actually have performance that achieves the maximum possible capacity. we show that not only migh","when comparing new wireless technologies , it is common to consider the effect that they have on the capacity of the network ( defined as the maximum number of simultaneously satisfiable links ). for example , it has been shown that giving receivers the ability to do interference cancellation , or allowing transmitters to use power control , never decreases the capacity and can in certain cases increase it by , where is the ratio of the longest link length to the smallest transmitter - receiver distance and is the maximum transmission power. but there is no reason to expect the optimal capacity to be realized in practice , particularly since maximizing the capacity is known to be np - hard. in reality , we would expect links to behave as self - interested agents , and thus when introducing a new technology it makes more sense to compare the values reached at game - theoretic equilibria than the optimum values. in this paper. we initiate this line of work by comparing various notions of equilibria ( particularly nash equilibria and no - regret behavior ) when using a supposedly better "" technology. we show a version of braess s paradox for all of them : in certain networks , upgrading technology can actually make the equilibria _ worse _ , despite an increase in the capacity. we construct instances where this decrease is a constant factor for power control , interference cancellation , and improvements in the sinr threshold (",251,8,"This research explores how new wireless technologies perform in real-world scenarios where users act in their own self-interest, rather than perfectly optimizing the network. Surprisingly, the study demonstrates that upgrading technology can sometimes *decrease* performance for all users, even when the network has the potential for increased capacity—a phenomenon similar to Braess's Paradox.",53,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:19:12.129436
3777,"it was noted many years ago that the form of the -meson peak is distorted by the interference between resonant and non - resonant production. for the case of `` elastic '' photoproduction. the effect was studied by p.sding in and s.drell ( who considered the possibility to produce the pion. beam via the process ). at high energies. the main ( and the only ) source of background is the drell - hiida - deck process ( see fig. the incoming photon fluctuates into the pion pair and then -elastic scattering takes place. thus the amplitude for the background may be written in terms of the pion - proton cross section. recently the difractive elastic production of -mesons was measured at hera both for the cases of photoproduction i.e. and of gev ( the so called deep inelastic scattering , dis , regime ). it was demonstrated that the interference with some non - resonant background is indeed needed to describe the distribution over the mass - of pair. in this paper. we present the results of calculation of with correction the numerical error published in fig.6 of. in sect. 2 the formulae for the background which are valid for the dis region are presented. the expression differs slightly from the sding s one as we take into account the pion form factor and the fact that one pion propagator is off - mass shell.","the background due to the direct diffractive dissociation of the photon into the -pair to the `` elastic '' diffractive -meson production in electron - proton collisions is calculated. at large the interference between resonant and non - resonant. production changes the ratio with the mass of the ( i.e. -meson ) state. 1.5 truecm. * in the * * -meson diffractive electroproproduction. *. +. m.g.ryskin and yu.m.shabelski +. petersburg nuclear physics institute , + gatchina , st.petersburg 188350 russia +. e - mail : ryskin@thd.pnpi.spb.ru + e - mail : shabel@vxdesy.desy.de +",93,23,"This research calculates background factors in high-energy collisions involving photons and protons, specifically focusing on the creation of meson particles. The study examines how interference between different production methods affects the observed ratio of these particles based on their mass.",40,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:19:20.396131
3778,"it is well known that the tsallis entropy and fisher information entropy ( matrix ) are very important quantities expressing information measures in nonextensive systems. the tsallis entropy for -unit nonextensive system is defined by - with ^q \:\pi_i d x_i , \ ] ] where is the entropic index ( ) , and denotes the probability distribution of variables. in the limit of , the tsallis entropy reduces to the boltzman - gibbs - shannon entropy given by the boltzman - gibbs - shannon entropy is extensive in the sense that for a system consisting independent but equivalent subsystems , the total entropy is a sum of constituent subsystems :. in contrast , the tsallis entropy is nonextensive : for , and expresses the degree of the nonextensivity of a given system. the tsallis entropy is a basis of the nonextensive statistical mechanics , which has been successfully applied to a wide class of systems including physics , chemistry , mathematics , biology , and others. the fisher information matrix provides us with an important measure on information. its inverse expresses the lower bound of decoding errors for unbiased estimator in the cramr - rao inequality. it denotes also the distance between the neighboring points in the rieman space spanned by probability distributions in the information geometry","we have calculated the tsallis entropy and fisher information matrix ( entropy ) of spatially - correlated nonextensive systems , by using an analytic non - gaussian distribution obtained by the maximum entropy method. effects of the correlated variability on the fisher information matrix are shown to be different from those on the tsallis entropy. the fisher information is increased ( decreased ) by a positive ( negative ) correlation , whereas the tsallis entropy is decreased with increasing an absolute magnitude of the correlation independently of its sign. this fact arises from the difference in their characteristics. it implies from the cramr - rao inequality that the accuracy of unbiased estimate of fluctuation is improved by the negative correlation. a critical comparison is made between the present study and previous ones employing the gaussian approximation for the correlated variability due to multiplicative noise. = 1.333. * effects of correlated variability on information entropies + in nonextensive systems *. hideo hasegawa. _ department of physics , tokyo gakugei university + koganei , tokyo 184 - 8501 , japan _. ( ). pacs number(s ) : 05.70.-a,05.10.gg,05.45.-a. _ key words _ : tsallis entropy , fisher information , correlated variability , nonextensive systems",202,20,"This research calculates how information is measured in complex systems with interconnected parts, using a new mathematical approach. The study finds that how strongly these parts are connected impacts different measurements of information in opposite ways, and negative connections can actually improve the accuracy of predictions about system changes.",49,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:19:30.407260
3779,"molecular machines are protein molecules which can transform chemical energy into ordered internal mechanical motions. the classical examples of such machines are molecular motors kinesin and myosin , where internal mechanical motions are used to transport cargo along microtubules and filaments. many enzymes operate as machines , using internal conformational motions to facilitate chemical reactions. other kinds of machines , operating as ion pumps or involved in genetic processes , are also known. moreover ,. artificial nonequilibrium nanodevices , similar to protein machines , are being developed. the cycle of a protein machine is typically powered by chemical energy supplied with an atp molecule. when an atp molecule binds to a protein machine , the initial protein - atp complex is out of equilibrium and the process of ordered conformational relaxation of this complex towards its equilibrium state starts. when this state is reached , atp is converted into adp and this product molecule leaves the complex. the emerging free protein molecule is out of equilibrium and another conformational relaxation process , returning the free protein to its original equilibrium state begins. thus , the cycle consists of two conformational motions. it is important to note that the forward and back conformational motions inside each cycle do not coincide - they correspond to relaxation processes in two different physical objects , i.e. the free protein and","thin liquid films with floating active protein machines are considered. cyclic mechanical motions within the machines , representing microscopic swimmers , lead to molecular propulsion forces applied to the air - liquid interface. we show that , when the rate of energy supply to the machines exceeds a threshold , the flat interface becomes linearly unstable. as the result of this instability ,. the regime of interface turbulence , characterized by irregular traveling waves and propagating machine clusters , is established. numerical investigations of this nonlinear regime are performed. conditions for the experimental observation of the instability are discussed .",100,7,"This research explores how tiny, moving proteins in liquid films can create disturbances on the surface of the liquid. When these proteins move quickly enough, they cause the surface to become unstable and form chaotic waves and groups of proteins, a phenomenon potentially observable in experiments.",46,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:19:38.450781
3780,"in the first part of this work a collisionless plasma , generated by uv illumination localized in a central part of the plasma , was analyzed. the ions were assumed to be cold and the fluid description was used. both plane and cylindrical geometries were treated. an approximate analytical solution was found under the approximation of quasi - neutrality and the exact solution was computed numerically for one value of the debye length for each geometry , this value being much smaller than widths of both illuminated and un - illuminated regions. it was found that the ions generated in the illuminated region are accelerated up to approximately the bohm speed inside the illuminated region. in plane geometry ,. the ions flow across the un - illuminated region towards the near - wall positive space - charge sheath with a speed which is virtually constant and slightly exceeds the bohm speed. in cylindrical geometry , the ions continue to be accelerated in the un - illuminated region and enter the near - wall space - charge sheath with a speed significantly exceeding the bohm speed. in both geometries , a double layer forms where the illuminated and un - illuminated regions meet. a very unusual , if not unique , feature that this simple system reveals in plane geometry is the coexistence of two quasi - neutral plasmas of the same size with the ambipolar electric field being confined in one of them ( the illuminated plasma ) , while the other ( the un -","the method of matched asymptotic expansions is applied to the problem of a collisionless plasma generated by uv illumination localized in a central part of the plasma in the limiting case of small debye length. a second - approximation asymptotic solution is found for the double layer positioned at the boundary of the illuminated region and for the un - illuminated plasma for the plane geometry. numerical calculations for different values of are reported and found to confirm the asymptotic results. the net integral space charge of the double layer is asymptotically small , although in the plane geometry it is just sufficient to shield the ambipolar electric field existing in the illuminated region and thus to prevent it from penetrating into the un - illuminated region. the double layer has the same mathematical nature as the intermediate transition layer separating an active plasma and a collisionless sheath , and the underlying physics is also the same. in essence , the two layers represent the same physical object : a transonic layer .",173,6,"This research uses advanced mathematical techniques to study a special type of plasma created by ultraviolet light, focusing on the boundary where the light stops. The study reveals this boundary acts like a “transonic layer,” similar to those found where plasmas transition into areas with fewer charged particles, effectively blocking electric fields from spreading.",54,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:19:49.078359
3782,"it is widely believed that the space - time , where physical process and measurements take place , might have a structure different from a continuous and differentiable manifold , when it is probed at the planck length. for example , the space - time could have a foamy structure , or it could be non - commutative in a sense inspired by string theory results or in the sense of - minkowski approach. if this happens in the space - time , in the momentum space there must also be a scale , let say , that signs this change of structure of the space - time , even if the interplay between length and momentum ( ) will presumably change when we approach such high energy scales. one could argue that , if the planck length gives a limit at which one expects that quantum gravity effects become relevant , then it would be independent from observers , and one should look for symmetries that reflect this property. such argument gave rise to the so called dsr proposals , that is , a deformation of the lorentz symmetry ( in the momentum space ) with two invariant scales : the speed of light and ( or ). in this note , we will discuss this class of deformations of the lorentz symmetry and its realization in the space - time. approaches to the problem inspired by the momentum space formulation have been presented , but our approach is quite different from these because we demand the existen",in this note we discuss the possibility to define a space - time with a dsr based approach. we show that the strategy of defining a non linear realization of the lorentz symmetry with a consistent vector composition law can not be reconciled with the extra request of an invariant length ( time ) scale. the latter request forces to abandon the group structure of the translations and leaves a space - time structure where points with relative distances smaller or equal to the invariant scale can not be unambiguously defined .,92,3,"This research explores building a model of space and time using a specific mathematical approach called DSR. However, the study finds that maintaining both consistent symmetry and a fixed scale for length and time is impossible, ultimately blurring the definition of distances below that fixed scale.",46,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:20:14.333182
3783,"in recent years , there has been a growing interest in testing gravitational decoherence or possible gravitational effects on quantum mechanics ( qm ) in condensed matter and quantum - optical systems. decoherence can be studied in the framework of quantum mechanics and it does not require any additional assumptions. the dynamics of a system which is coupled with the environment follows from the schrdinger equation. an observer who has only access to system degrees of freedom observes a nonunitary dynamics which can be obtained by tracing out the environmental degrees of freedom from the total density matrix. this averaging generically reduces the coherence of the reduced density matrix describing the system. thus , a part of the phase information is distributed over the environmental variables. whether the phase information can be restored or not depends crucially on the form of the coupling and the properties of the environment. we will address decoherence via emission of gravitational waves in section [ decoherence ]. interestingly , it has also been argued that gravity might lead to a loss of coherence which can not be discussed in terms of standard quantum mechanics. a prominent example of this `` intrinsic decoherence '' was discussed in. there , it was argued that superpositions of static configurations have finite life - times and decay on a time - scale , where denotes the gravitational self - energy of","we discuss decrease of coherence in a massive system due to the emission of gravitational waves. in particular we investigate environmental gravitational decoherence in the context of an interference experiment. the time - evolution of the reduced density matrix is solved analytically using the path - integral formalism. furthermore , we study the impact of a tensor noise onto the coherence properties of massive systems. we discuss that a particular choice of tensor noise shows similarities to a mechanism proposed by disi and penrose .",85,5,"This research explores how gravitational waves can cause large systems to lose coherence, specifically when measuring interference. Researchers used advanced mathematical tools to analyze this loss and found a connection to a previously proposed theory about the relationship between gravity and quantum mechanics.",43,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:20:23.967916
3784,"when the size of a magnetic system is reduced to a characteristic length , the system has a bigger surface to volume ratio giving rise to a great many outstanding thermal and magnetic properties compared to the conventional bulk systems. advanced functional magnetic nanostructures in different geometries , such as nanowires , nanotubes , nanospheres , nanocubes are center of interest because of their technological and scientific importance as well as biomedical applications. from the experimental point of view , many studies have been carried out to discuss and understand the origin of the fascinating physical properties observed in magnetic nanoparticles. for example ,. recently the multi - functional core - shell nanowires have been synthesized by a facile low - cost fabrication process. based on this study , it has been shown that a multidomain state at remanence can be obtained , which is an attractive feature for the biomedical applications. in another interesting study. , the authors show the presence of a robust antiferromagnetic coupling between core and shell in ferrimagnetic soft / hard and hard / soft core - shell nanoparticles based on fe - oxides and mn - oxides. they have also used a computational model to support the physical facts observed in the experiment. moreover. , it is a fact that core - shell nanoparticle systems exhibit two important phenomena , namely exchange bias and magnetic proximity eff","being inspired by a recent study [ v. dimitriadis et al. phys. rev. b * 92 * , 064420 ( 2015 ) ] , we study the finite temperature magnetic properties of the spherical nanoparticles with core - shell structure including quenched ( i ) surface and ( ii ) interface nonmagnetic impurities ( static holes ) as well as ( iii ) roughened interface effects. the particle core is composed of ferromagnetic spins , and it is surrounded by a ferromagnetic shell. by means of monte carlo simulation based on an improved metropolis algorithm , we implement the nanoparticles using classical heisenberg hamiltonians. particular attention has also been devoted to elucidate the effects of the particle size on the thermal and magnetic phase transition features of these systems. for nanoparticles with imperfect surface layers , it is found that bigger particles exhibit lower compensation point which decreases gradually with increasing amount of vacancies , and vanishes at a critical value. in view of nanoparticles with diluted interface. , our monte carlo simulation results suggest that there exists a region in the disorder spectrum where compensation temperature linearly decreases with decreasing dilution parameter. for nanoparticles with roughened interface. , it is observed that the degree of roughness does not play any significant role on the variation of both the compensation point and critical temperature. however , the low temperature saturation magnetizations of the c",234,14,"This research uses computer simulations to study how imperfections affect the magnetic behavior of tiny, spherical particles with a core and shell structure. The study found that surface defects and interface dilution can lower the temperature at which the particle’s magnetization is balanced, while a rough interface has little impact on this balance or the particle’s overall magnetic properties.",59,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:20:34.232826
3785,"hierarchical clustering governed by cold dark matter ( cdm ) is widely believed as a cosmological scenario which is responsible for the growth of the structures in the universe. according to the hierarchical scenario. , small dark matter halos should collapse earlier , but later fall into larger structures. the process of smaller halos being assembled into a larger halo does not always destroy the smaller ones , thus hierarchical structures are seen in many objects , such as clusters of galaxies. recent high - resolution simulations have successfully shown that hundreds of galaxy - size dm halos survive in clusters of galaxies. a remarkable outcome of the high - resolution cosmological simulation in standard cdm model by even shows that survival of substructures or satellites occurs not only on cluster scales , but also on galactic scales. they show that a galaxy of a similar size as the milky way should contain about 500 satellites , which is , however , much more than the number of the observationally identified satellites. that many satellites should survive , was confirmed also by and. klypin et al. note that the results of the standard cdm simulation are close to those of a cdm simulation with the same circular velocity function of substructures. this indicates that the prediction of the presence of many satellites is a general outcome of the hierarchical scenario and not particularly dependent on the cosmologi","motivated by the presence of numerous dark matter clumps in the milky way s halo as expected from the cold dark matter cosmological model , we conduct numerical simulations to examine the heating of the disk. we construct an initial galaxy model in equilibrium , with a stable thin disk. the disk interacts with dark matter clumps for about 5 gyr. three physical effects are examined : first the mass spectrum of the dark matter clumps , second the initial thickness of the galactic disk , and third the spatial distribution of the clumps. we find that the massive end of the mass spectrum determines the amount of disk heating. thicker disks suffer less heating. there is a certain thickness at which the heating owing to the interaction with the clumps becomes saturates. we also find that the heating produced by the model which mimics the distribution found in standard cdm cosmology is significant and too high to explain the observational constraints. on the other hand , our model that corresponds to. the clump distribution in a cdm cosmology produces no significant heating. this result suggests that the cdm cosmology is preferable with respect to the standard cdm cosmology in explaining the thickness of the milky way .",208,11,"This research used computer simulations to study how dark matter affects the Milky Way’s disk shape. The simulations show that the amount of heating—and therefore changes to the disk’s thickness—depends on the size of dark matter clumps and the initial thickness of the disk, suggesting certain dark matter models better explain the galaxy’s observed structure.",55,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:20:45.360620
3786,"the monte carlo method based on the metropolis algorithm is the most successful and influential stochastic algorithm of the 20th century and has been used in variety of applications not limited to physics. the method is powerful in an exhaustive search of highly multi - dimensional phase space , and , hence , has been routinely used to calculate the thermal averaging of statistical physics. aside from the applications to statistical physics , the metropolis algorithm has been used as a vehicle for global optimization , that is , a task to search for the lowest minimum point in a rugged landscapes in a high dimension. in fact , the simulated annealing ( sa ). based on the metropolis algorithm is the oldest metaheuristics in global optimization. in global optimization. , a good balance between a global search ( exploration ) and a local search ( exploitation ) is necessary. since the metropolis algorithm has only the ability to perform a global search , it is usually necessary to augment sa using a more traditional local optimization method to handle realistic problems. later , a method which combines the metropolis algorithm and the gradient - based local search algorithm was proposed. that is the monte carlo minimization ( mcm ) of li and sherga. , and the basin - hopping ( bh ) of wales and doye. wales and doye. , for example , used their bh algorithm to study the lowest - energy structures of lennard -","basin - hopping ( bh ) or monte - carlo minimization ( mcm ) is so far the most reliable algorithms in chemical physics to search for the lowest - energy structure of atomic clusters and macromolecular systems. bh transforms the complex energy landscape into a collection of basins , and explores them by hopping , which is achieved by random monte carlo moves and acceptance / rejection using the metropolis criterion. in this report. , we introduce the jumping process in addition to the hopping process in bh. jumping. are invoked when the hopping stagnates by reaching the local optima , and are achieved using the monte carlo move at the temperature without rejection. our basin - hopping with occasional jumping ( bhoj ) algorithm is applied to the lennard - jones clusters of several notoriously difficult sizes. it was found that the probability of locating the true global optima using bhoj is significantly higher than the original bh. basin - hopping , lowest - energy structure , lennard - jones cluster. 02.60.pn , 02.70.tt , 36.40.mr",178,16,"Basin-hopping (BH) is a common method for finding the most stable arrangement of atoms in complex systems, working by exploring different “energy basins.” This report introduces an improved version, Basin-hopping with occasional jumping (BHOJ), which adds a new way to escape local traps and more reliably finds the *most* stable arrangement, as demonstrated with challenging atomic clusters.",57,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-08T20:20:53.860275
